"AssetId";"Name";"HostName";"Platform";"PlatformFamily";"Status";"PatchStatus";"LastCommunicated";"Categorie_SWPatch"
"1744406547151568896";"SV-OS-BAK-12";"SV-OS-BAK-12";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"1777114226387550208";"SV-OS-PRB-01";"SV-OS-PRB-01";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:38";"SV_SW-AV-Rly_Auto-Update-2"
"1951772813461549056";"SV-PSG-HIST-01";"SV-PSG-HIST-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Manual-Update-Group-4"
"2306133800067006464";"SV-OS-ADC-11";"SV-OS-ADC-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:38";"SV_SW-Std_Auto-Update-1"
"3319556558199451648";"SV-OS-PRTG-01";"SV-OS-PRTG-01";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-2"
"3378034932107231232";"SV-OS-DEV-01";"SV-OS-DEV-01";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-2"
"3447796475365994496";"SV-OS-TIME-11";"SV-OS-TIME-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-2"
"3460437488710950912";"SV-OS-FSND-11";"SV-OS-FSND-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_NO-Update"
"3460546357399363584";"SV-OS-SQLND-05";"SV-OS-SQLND-05";"Microsoft Windows Server 2022 Standard";"Server";"OFFLINE";"Install Pending";"2026-07-28 15:04";"SV_SW-Std_NO-Update"
"3655450426126028800";"SV-OS-UPS-01";"SV-OS-UPS-01";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"Reboot Required";"2026-07-10 08:35";"SV_SW-Std_Auto-Update-1"
"3751049490482864128";"SV-OS-APP-02";"SV-OS-APP-02";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"3751094916779089920";"SV-OS-TIME-01";"SV-OS-TIME-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:38";"SV_SW-Std_Auto-Update-2"
"3751094959217057792";"SV-OS-PWR-01";"SV-OS-PWR-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:38";"SV_SW-Std_Manual-Update-Group-2"
"3751120303047319552";"SV-OS-SAGE-01";"SV-OS-SAGE-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Reboot Required";"2026-08-06 10:37";"SV_SW-Std_Manual-Update-Group-2"
"5036518128623108096";"SV-OS-APP-01";"SV-OS-APP-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"5037655650849865728";"SV-OS-CR-01";"SV-OS-CR-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:38";"SV_SW-Std_Manual-Update-Group-2"
"5037660743968047104";"SV-OS-OIP-01";"SV-OS-OIP-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Manual-Update-Group-2"
"5037667291742158848";"CL-DMZ-01";"CL-DMZ-01";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"Fully Patched";"2026-06-24 11:07";"SV_SW-Std_Auto-Update-1"
"5037674673771724800";"SV-OS-FSND-02";"SV-OS-FSND-02";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"No Policy";"2026-08-06 05:13";"SV_SW-Std_Update-ScanOnly"
"5037675042849505280";"SV-OS-SQLND-01";"SV-OS-SQLND-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_NO-Update"
"5230272169006956544";"SV-BI-DB-01";"SV-BI-DB-01";"Microsoft Windows Server 2012 R2 Datacenter";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_NO-Update"
"5230306651621654528";"SV-DMZ-DVL-01";"SV-DMZ-DVL-01";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"No Policy";"2026-08-06 06:07";"SV_SW-Std_Auto-Update-1"
"5230308878427979776";"SV-OS-FSND-01";"SV-OS-FSND-01";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"No Policy";"2026-08-06 05:15";"SV_SW-Std_Update-ScanOnly"
"6317909081668583424";"SV-OS-NL-01";"SV-OS-NL-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Manual-Update-Group-1"
"6675565801733537792";"SV-PB-DVL-11";"SV-PB-DVL-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"6777353255230836736";"SV-OS-Jump-01";"SV-OS-Jump-01";"Microsoft Windows Server 2022 Standard Evaluation";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"7631324831867908096";"SV-OS-WSUS-01";"SV-OS-WSUS-01";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-2"
"7966022770867331072";"SV-DMZ-LF-JP-01";"SV-DMZ-LF-JP-01";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:38";"SV_SW-Std_Auto-Update-1"
"8023572872427855872";"SV-DMZ-DVL-11";"SV-DMZ-DVL-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Fully Patched";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"8220301085618819072";"SV-PB-PRB-11";"SV-PB-PRB-11";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-AV-Rly_Auto-Update-2"
"8242597358378274816";"SV-OS-CEE-TA-01";"SV-OS-CEE-TA-01";"Microsoft Windows Server 2019 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-1"
"8454147777349611520";"SV-OS-SQLND-11";"SV-OS-SQLND-11";"Microsoft Windows Server 2025 Standard";"Server";"OFFLINE";"Fully Patched";"2026-07-29 08:54";"SV_SW-Std_NO-Update"
"8870355083154956288";"SV-OS-ADC-12";"SV-OS-ADC-12";"Microsoft Windows Server 2025 Standard";"Server";"ONLINE";"Install Pending";"2026-08-06 10:37";"SV_SW-Std_Auto-Update-2"
"9014460145718771712";"SV-OS-BAK-01";"SV-OS-BAK-01";"Microsoft Windows Server 2019 Standard";"Server";"OFFLINE";"Install Pending";"2026-06-01 08:07";"SV_SW-Std_Auto-Update-2"
